device_id,firmware_version,timestamp,error_code,severity,model,region
DEV_0088,10.71.1,2046-04-30 00:00:00,ERR_BOOT_102,medium,Roku Express,NA
DEV_0016,10.71.1,2046-06-05 00:00:00,ERR_CRASH_107,low,Roku TV,NA
DEV_0430,10.71.1,2046-05-12 00:00:00,ERR_NETWORK_105,low,Roku Premiere,NA
DEV_0340,10.71.1,2046-06-13 00:00:00,ERR_NETWORK_100,medium,Roku Streaming Stick+,EU
DEV_0016,10.71.1,2046-06-14 00:00:00,ERR_STREAM_103,low,Roku Streaming Stick+,EU
DEV_0223,10.71.1,2046-05-12 00:00:00,ERR_UPDATE_107,high,Roku Premiere,APAC
DEV_0094,10.71.1,2046-06-01 00:00:00,ERR_UPDATE_101,medium,Roku Premiere,LATAM
DEV_0395,10.71.1,2046-06-10 00:00:00,ERR_STREAM_108,low,Roku TV,APAC
DEV_0081,10.71.1,2046-06-10 00:00:00,ERR_BOOT_105,low,Roku Ultra,LATAM
DEV_0306,10.71.1,2046-06-01 00:00:00,ERR_BOOT_109,low,Roku TV,NA
DEV_0491,10.71.1,2046-05-16 00:00:00,ERR_STREAM_105,low,Roku Express,LATAM
DEV_0466,10.71.1,2046-06-09 00:00:00,ERR_BOOT_100,medium,Roku Streaming Stick+,EU
DEV_0485,10.71.1,2046-05-30 00:00:00,ERR_STREAM_105,medium,Roku Express,NA
DEV_0357,10.71.1,2046-04-25 00:00:00,ERR_STREAM_103,medium,Roku Express,LATAM
DEV_0152,10.71.1,2046-05-27 00:00:00,ERR_UPDATE_102,low,Roku Premiere,APAC
DEV_0151,10.71.1,2046-05-14 00:00:00,ERR_STREAM_106,medium,Roku Premiere,EU
DEV_0222,10.71.1,2046-06-05 00:00:00,ERR_STREAM_108,medium,Roku Premiere,EU
DEV_0004,10.71.1,2046-05-14 00:00:00,ERR_UPDATE_108,low,Roku Express,APAC
DEV_0219,10.71.1,2046-06-14 00:00:00,ERR_STREAM_109,medium,Roku TV,LATAM
DEV_0467,10.71.1,2046-06-04 00:00:00,ERR_BOOT_102,low,Roku TV,APAC
DEV_0492,10.71.1,2046-05-05 00:00:00,ERR_UPDATE_103,low,Roku Streaming Stick+,NA
DEV_0063,10.71.1,2046-06-01 00:00:00,ERR_BOOT_103,low,Roku Ultra,EU
DEV_0158,10.71.1,2046-06-02 00:00:00,ERR_UPDATE_104,medium,Roku Ultra,NA
DEV_0300,10.71.1,2046-05-08 00:00:00,ERR_NETWORK_102,low,Roku Premiere,NA
DEV_0243,10.71.1,2046-05-24 00:00:00,ERR_CRASH_106,medium,Roku TV,NA
DEV_0444,10.71.1,2046-05-18 00:00:00,ERR_UPDATE_108,medium,Roku Express,EU
DEV_0191,10.71.1,2046-06-15 00:00:00,ERR_STREAM_108,high,Roku TV,APAC
DEV_0255,10.71.1,2046-05-23 00:00:00,ERR_BOOT_106,medium,Roku TV,APAC
DEV_0040,10.71.1,2046-05-12 00:00:00,ERR_BOOT_104,medium,Roku Express,APAC
DEV_0236,10.71.1,2046-05-16 00:00:00,ERR_UPDATE_109,medium,Roku Express,NA
DEV_0151,10.71.1,2046-05-04 00:00:00,ERR_UPDATE_107,low,Roku Streaming Stick+,LATAM
DEV_0240,10.71.1,2046-05-29 00:00:00,ERR_NETWORK_101,medium,Roku Express,APAC
DEV_0254,10.71.1,2046-05-02 00:00:00,ERR_UPDATE_101,low,Roku Premiere,EU
DEV_0154,10.71.1,2046-05-31 00:00:00,ERR_CRASH_108,low,Roku TV,EU
DEV_0317,10.71.1,2046-05-23 00:00:00,ERR_CRASH_109,high,Roku Premiere,LATAM
DEV_0424,10.71.1,2046-05-09 00:00:00,ERR_UPDATE_100,high,Roku Express,EU
DEV_0471,10.71.1,2046-04-25 00:00:00,ERR_STREAM_106,high,Roku TV,LATAM
DEV_0311,10.71.1,2046-05-26 00:00:00,ERR_CRASH_109,medium,Roku Ultra,EU
DEV_0154,10.71.1,2046-04-30 00:00:00,ERR_NETWORK_107,high,Roku Ultra,EU
DEV_0080,10.71.1,2046-06-14 00:00:00,ERR_CRASH_108,low,Roku Express,LATAM
DEV_0275,10.71.1,2046-06-03 00:00:00,ERR_UPDATE_105,low,Roku Express,EU
DEV_0431,10.71.1,2046-05-14 00:00:00,ERR_CRASH_105,high,Roku Express,EU
DEV_0251,10.71.1,2046-05-13 00:00:00,ERR_NETWORK_109,medium,Roku Ultra,NA
DEV_0379,10.71.1,2046-04-28 00:00:00,ERR_CRASH_102,low,Roku Premiere,APAC
DEV_0314,10.71.1,2046-05-17 00:00:00,ERR_STREAM_101,high,Roku TV,APAC
DEV_0373,10.71.1,2046-06-06 00:00:00,ERR_STREAM_103,medium,Roku Express,NA
DEV_0315,10.71.1,2046-05-29 00:00:00,ERR_UPDATE_101,high,Roku Streaming Stick+,LATAM
DEV_0419,10.71.1,2046-05-17 00:00:00,ERR_NETWORK_108,medium,Roku Ultra,EU
DEV_0223,10.71.1,2046-05-11 00:00:00,ERR_STREAM_109,medium,Roku Express,APAC
DEV_0322,10.71.1,2046-05-13 00:00:00,ERR_UPDATE_103,low,Roku Ultra,APAC
DEV_0211,10.71.1,2046-05-26 00:00:00,ERR_BOOT_101,low,Roku Ultra,NA
DEV_0185,10.71.1,2046-05-07 00:00:00,ERR_BOOT_103,high,Roku Premiere,APAC
DEV_0106,10.71.1,2046-04-28 00:00:00,ERR_STREAM_106,medium,Roku Premiere,EU
DEV_0182,10.71.1,2046-06-11 00:00:00,ERR_NETWORK_106,medium,Roku Express,APAC
DEV_0444,10.71.1,2046-05-27 00:00:00,ERR_NETWORK_103,medium,Roku TV,EU
DEV_0461,10.71.1,2046-06-12 00:00:00,ERR_BOOT_100,low,Roku Streaming Stick+,EU
DEV_0068,10.71.1,2046-05-20 00:00:00,ERR_NETWORK_105,low,Roku Express,NA
DEV_0299,10.71.1,2046-05-02 00:00:00,ERR_NETWORK_106,low,Roku Premiere,LATAM
DEV_0164,10.71.1,2046-05-21 00:00:00,ERR_NETWORK_102,low,Roku Streaming Stick+,NA
DEV_0309,10.71.1,2046-06-05 00:00:00,ERR_CRASH_106,high,Roku Streaming Stick+,LATAM
DEV_0061,10.71.1,2046-06-03 00:00:00,ERR_STREAM_103,low,Roku Express,NA
DEV_0227,10.71.1,2046-05-28 00:00:00,ERR_STREAM_100,high,Roku TV,EU
DEV_0327,10.71.1,2046-06-02 00:00:00,ERR_BOOT_107,low,Roku Streaming Stick+,NA
DEV_0172,10.71.1,2046-05-20 00:00:00,ERR_STREAM_108,medium,Roku TV,LATAM
DEV_0168,10.71.1,2046-06-01 00:00:00,ERR_CRASH_108,high,Roku TV,EU
DEV_0146,10.71.1,2046-05-05 00:00:00,ERR_CRASH_107,low,Roku Streaming Stick+,NA
DEV_0041,10.71.1,2046-05-03 00:00:00,ERR_UPDATE_101,low,Roku Express,NA
DEV_0490,10.71.1,2046-05-22 00:00:00,ERR_UPDATE_102,critical,Roku TV,APAC
DEV_0330,10.71.1,2046-06-15 00:00:00,ERR_STREAM_108,low,Roku TV,NA
DEV_0359,10.71.1,2046-05-24 00:00:00,ERR_UPDATE_108,medium,Roku TV,LATAM
DEV_0227,10.71.1,2046-04-27 00:00:00,ERR_NETWORK_101,medium,Roku Express,EU
DEV_0094,10.71.1,2046-05-20 00:00:00,ERR_UPDATE_103,medium,Roku TV,APAC
DEV_0410,10.71.1,2046-05-24 00:00:00,ERR_NETWORK_109,low,Roku Express,NA
DEV_0056,10.71.1,2046-05-19 00:00:00,ERR_BOOT_100,low,Roku TV,APAC
DEV_0365,10.71.1,2046-06-13 00:00:00,ERR_STREAM_106,medium,Roku Premiere,APAC
DEV_0227,10.71.1,2046-06-05 00:00:00,ERR_BOOT_108,high,Roku Streaming Stick+,EU
DEV_0499,10.71.1,2046-05-30 00:00:00,ERR_CRASH_100,medium,Roku Ultra,LATAM
DEV_0496,10.71.1,2046-06-11 00:00:00,ERR_UPDATE_109,medium,Roku Premiere,NA
DEV_0194,10.71.1,2046-05-10 00:00:00,ERR_CRASH_108,low,Roku Premiere,NA
DEV_0107,10.71.1,2046-05-02 00:00:00,ERR_STREAM_105,low,Roku TV,LATAM
DEV_0290,10.71.1,2046-05-21 00:00:00,ERR_STREAM_106,medium,Roku Express,APAC
DEV_0459,10.71.1,2046-05-14 00:00:00,ERR_CRASH_101,medium,Roku Streaming Stick+,EU
DEV_0186,10.71.1,2046-05-19 00:00:00,ERR_UPDATE_109,low,Roku TV,LATAM
DEV_0093,10.71.1,2046-05-15 00:00:00,ERR_BOOT_107,low,Roku TV,EU
DEV_0137,10.71.1,2046-05-29 00:00:00,ERR_UPDATE_108,high,Roku TV,NA
DEV_0364,10.71.1,2046-06-04 00:00:00,ERR_STREAM_104,high,Roku TV,NA
DEV_0495,10.71.1,2046-06-09 00:00:00,ERR_BOOT_109,high,Roku TV,LATAM
DEV_0451,10.71.1,2046-05-16 00:00:00,ERR_STREAM_103,low,Roku Premiere,EU
DEV_0421,10.71.1,2046-05-27 00:00:00,ERR_STREAM_103,medium,Roku Express,NA
DEV_0435,10.71.1,2046-04-26 00:00:00,ERR_NETWORK_107,high,Roku Premiere,EU
DEV_0347,10.71.2,2046-06-24 00:00:00,ERR_UPDATE_106,low,Roku Ultra,NA
DEV_0093,10.71.2,2046-06-18 00:00:00,ERR_STREAM_105,low,Roku Express,LATAM
DEV_0117,10.71.2,2046-06-04 00:00:00,ERR_CRASH_105,medium,Roku Express,NA
DEV_0004,10.71.2,2046-05-21 00:00:00,ERR_STREAM_109,low,Roku TV,NA
DEV_0050,10.71.2,2046-05-30 00:00:00,ERR_STREAM_106,medium,Roku Streaming Stick+,NA
DEV_0158,10.71.2,2046-06-22 00:00:00,ERR_UPDATE_100,low,Roku Express,NA
DEV_0400,10.71.2,2046-06-21 00:00:00,ERR_CRASH_102,low,Roku Ultra,NA
DEV_0305,10.71.2,2046-05-26 00:00:00,ERR_NETWORK_104,medium,Roku Premiere,NA
DEV_0028,10.71.2,2046-06-08 00:00:00,ERR_UPDATE_106,low,Roku Express,NA
DEV_0411,10.71.2,2046-07-03 00:00:00,ERR_CRASH_101,low,Roku Premiere,EU
DEV_0109,10.71.2,2046-06-15 00:00:00,ERR_CRASH_105,medium,Roku Premiere,EU
DEV_0450,10.71.2,2046-06-11 00:00:00,ERR_BOOT_104,high,Roku Streaming Stick+,LATAM
DEV_0270,10.71.2,2046-07-03 00:00:00,ERR_STREAM_102,low,Roku Express,NA
DEV_0389,10.71.2,2046-06-17 00:00:00,ERR_NETWORK_102,low,Roku Ultra,LATAM
DEV_0084,10.71.2,2046-06-21 00:00:00,ERR_CRASH_102,low,Roku Express,LATAM
DEV_0434,10.71.2,2046-05-20 00:00:00,ERR_UPDATE_109,medium,Roku Express,LATAM
DEV_0196,10.71.2,2046-06-14 00:00:00,ERR_UPDATE_107,low,Roku Express,LATAM
DEV_0338,10.71.2,2046-06-12 00:00:00,ERR_NETWORK_108,low,Roku Ultra,EU
DEV_0419,10.71.2,2046-06-13 00:00:00,ERR_UPDATE_109,medium,Roku Ultra,LATAM
DEV_0250,10.71.2,2046-05-31 00:00:00,ERR_NETWORK_102,high,Roku Premiere,EU
DEV_0264,10.71.3,2046-07-21 00:00:00,ERR_STREAM_101,low,Roku TV,LATAM
DEV_0100,10.71.3,2046-07-25 00:00:00,ERR_BOOT_105,medium,Roku Ultra,APAC
DEV_0250,10.71.3,2046-07-29 00:00:00,ERR_NETWORK_106,low,Roku Streaming Stick+,APAC
DEV_0178,10.71.3,2046-07-09 00:00:00,ERR_UPDATE_108,low,Roku Express,APAC
DEV_0025,10.71.3,2046-07-02 00:00:00,ERR_UPDATE_108,low,Roku Express,EU
DEV_0290,10.71.3,2046-07-28 00:00:00,ERR_UPDATE_105,critical,Roku TV,LATAM
DEV_0456,10.71.3,2046-06-25 00:00:00,ERR_BOOT_107,high,Roku Premiere,NA
DEV_0426,10.71.3,2046-06-17 00:00:00,ERR_NETWORK_103,low,Roku TV,APAC
DEV_0468,10.71.3,2046-07-25 00:00:00,ERR_UPDATE_105,low,Roku TV,NA
DEV_0230,10.71.3,2046-07-07 00:00:00,ERR_NETWORK_103,low,Roku Streaming Stick+,EU
DEV_0400,10.71.3,2046-06-29 00:00:00,ERR_STREAM_109,low,Roku Streaming Stick+,NA
DEV_0388,10.71.3,2046-07-04 00:00:00,ERR_BOOT_104,low,Roku Express,LATAM
DEV_0221,10.71.3,2046-07-30 00:00:00,ERR_UPDATE_105,low,Roku Streaming Stick+,LATAM
DEV_0120,10.71.3,2046-06-22 00:00:00,ERR_CRASH_105,medium,Roku Premiere,EU
DEV_0258,10.71.3,2046-07-03 00:00:00,ERR_NETWORK_105,low,Roku Ultra,NA
DEV_0290,10.71.3,2046-07-22 00:00:00,ERR_STREAM_106,low,Roku Premiere,NA
DEV_0047,10.71.3,2046-07-08 00:00:00,ERR_CRASH_100,low,Roku Express,NA
DEV_0149,10.71.3,2046-07-23 00:00:00,ERR_BOOT_105,medium,Roku Premiere,EU
DEV_0409,10.71.3,2046-06-27 00:00:00,ERR_UPDATE_102,medium,Roku Ultra,APAC
DEV_0317,10.71.3,2046-07-08 00:00:00,ERR_BOOT_103,critical,Roku Streaming Stick+,APAC
DEV_0374,10.71.3,2046-06-21 00:00:00,ERR_UPDATE_104,high,Roku TV,NA
DEV_0104,10.71.3,2046-07-08 00:00:00,ERR_NETWORK_103,low,Roku TV,NA
DEV_0260,10.71.3,2046-07-11 00:00:00,ERR_STREAM_105,low,Roku Streaming Stick+,LATAM
DEV_0169,10.71.3,2046-06-28 00:00:00,ERR_BOOT_105,high,Roku Ultra,LATAM
DEV_0072,10.71.3,2046-06-24 00:00:00,ERR_UPDATE_105,low,Roku Streaming Stick+,EU
DEV_0213,10.71.3,2046-07-22 00:00:00,ERR_CRASH_101,critical,Roku Express,LATAM
DEV_0237,10.71.3,2046-06-30 00:00:00,ERR_UPDATE_100,medium,Roku Premiere,NA
DEV_0468,10.71.3,2046-07-13 00:00:00,ERR_NETWORK_107,low,Roku Ultra,LATAM
DEV_0085,10.71.3,2046-07-09 00:00:00,ERR_BOOT_104,low,Roku TV,LATAM
DEV_0161,10.71.3,2046-07-27 00:00:00,ERR_STREAM_109,high,Roku Premiere,LATAM
DEV_0195,10.71.3,2046-07-04 00:00:00,ERR_STREAM_106,medium,Roku Express,NA
DEV_0216,10.71.3,2046-06-24 00:00:00,ERR_BOOT_101,medium,Roku Premiere,EU
DEV_0495,10.71.4,2046-07-27 00:00:00,ERR_UPDATE_108,low,Roku Streaming Stick+,EU
DEV_0162,10.71.4,2046-07-12 00:00:00,ERR_CRASH_106,high,Roku TV,NA
DEV_0186,10.71.4,2046-08-24 00:00:00,ERR_STREAM_108,low,Roku Express,EU
DEV_0057,10.71.4,2046-07-26 00:00:00,ERR_STREAM_106,low,Roku Express,NA
DEV_0393,10.71.4,2046-08-06 00:00:00,ERR_NETWORK_102,medium,Roku Ultra,APAC
DEV_0134,10.71.4,2046-08-26 00:00:00,ERR_STREAM_106,medium,Roku Ultra,LATAM
DEV_0019,10.71.4,2046-07-31 00:00:00,ERR_UPDATE_106,medium,Roku Express,LATAM
DEV_0207,10.71.4,2046-08-01 00:00:00,ERR_CRASH_107,low,Roku Streaming Stick+,EU
DEV_0469,10.71.4,2046-08-18 00:00:00,ERR_UPDATE_103,low,Roku TV,EU
DEV_0377,10.71.4,2046-08-15 00:00:00,ERR_BOOT_105,medium,Roku Premiere,LATAM
DEV_0188,10.71.4,2046-08-07 00:00:00,ERR_STREAM_105,low,Roku Ultra,LATAM
DEV_0198,10.71.4,2046-07-19 00:00:00,ERR_STREAM_105,low,Roku Premiere,EU
DEV_0167,10.71.4,2046-07-27 00:00:00,ERR_NETWORK_101,high,Roku Ultra,NA
DEV_0495,10.71.4,2046-07-27 00:00:00,ERR_STREAM_101,medium,Roku Ultra,NA
DEV_0381,10.71.4,2046-08-18 00:00:00,ERR_UPDATE_107,medium,Roku TV,EU
DEV_0423,10.71.4,2046-08-06 00:00:00,ERR_NETWORK_108,low,Roku Express,LATAM
DEV_0074,10.71.4,2046-07-25 00:00:00,ERR_CRASH_101,low,Roku Express,NA
DEV_0112,10.71.4,2046-08-10 00:00:00,ERR_NETWORK_105,medium,Roku Streaming Stick+,APAC
DEV_0474,10.71.4,2046-07-27 00:00:00,ERR_STREAM_100,low,Roku Ultra,EU
DEV_0333,10.71.4,2046-07-10 00:00:00,ERR_NETWORK_108,medium,Roku Streaming Stick+,LATAM
DEV_0073,10.71.4,2046-08-26 00:00:00,ERR_NETWORK_101,low,Roku Premiere,APAC
DEV_0363,10.71.4,2046-08-08 00:00:00,ERR_NETWORK_109,medium,Roku TV,EU
DEV_0093,10.71.4,2046-08-15 00:00:00,ERR_UPDATE_100,high,Roku Ultra,EU
DEV_0420,10.71.4,2046-08-13 00:00:00,ERR_NETWORK_106,medium,Roku TV,LATAM
DEV_0335,10.71.4,2046-08-09 00:00:00,ERR_BOOT_108,low,Roku Premiere,LATAM
DEV_0208,10.71.4,2046-07-19 00:00:00,ERR_BOOT_104,high,Roku TV,EU
DEV_0194,10.71.4,2046-08-28 00:00:00,ERR_NETWORK_104,critical,Roku Streaming Stick+,EU
DEV_0163,10.71.4,2046-08-25 00:00:00,ERR_CRASH_106,medium,Roku Ultra,EU
DEV_0063,10.71.4,2046-07-22 00:00:00,ERR_BOOT_109,high,Roku Premiere,NA
DEV_0364,10.71.4,2046-07-25 00:00:00,ERR_CRASH_105,low,Roku TV,LATAM
DEV_0102,10.71.4,2046-08-11 00:00:00,ERR_BOOT_103,medium,Roku Streaming Stick+,APAC
DEV_0088,10.71.4,2046-08-19 00:00:00,ERR_NETWORK_108,low,Roku TV,NA
DEV_0282,10.71.4,2046-07-20 00:00:00,ERR_BOOT_106,low,Roku Streaming Stick+,APAC
DEV_0370,10.71.4,2046-08-17 00:00:00,ERR_STREAM_109,low,Roku TV,NA
DEV_0148,10.71.4,2046-08-04 00:00:00,ERR_CRASH_109,high,Roku Premiere,APAC
DEV_0154,10.71.4,2046-08-02 00:00:00,ERR_NETWORK_105,medium,Roku TV,APAC
DEV_0477,10.71.4,2046-08-17 00:00:00,ERR_CRASH_107,low,Roku Premiere,APAC
DEV_0361,10.71.4,2046-07-19 00:00:00,ERR_UPDATE_106,high,Roku Ultra,NA
DEV_0329,10.71.4,2046-07-11 00:00:00,ERR_BOOT_109,high,Roku Ultra,NA
DEV_0209,10.71.4,2046-08-08 00:00:00,ERR_STREAM_109,low,Roku Express,NA
DEV_0449,10.71.4,2046-08-12 00:00:00,ERR_NETWORK_100,low,Roku Premiere,APAC
DEV_0371,10.71.4,2046-08-07 00:00:00,ERR_NETWORK_103,low,Roku Express,EU
DEV_0155,10.71.5,2046-08-11 00:00:00,ERR_BOOT_101,low,Roku TV,EU
DEV_0343,10.71.5,2046-07-16 00:00:00,ERR_STREAM_104,medium,Roku Streaming Stick+,APAC
DEV_0468,10.71.5,2046-08-07 00:00:00,ERR_NETWORK_106,low,Roku Premiere,NA
DEV_0417,10.71.5,2046-07-16 00:00:00,ERR_UPDATE_107,high,Roku Streaming Stick+,NA
DEV_0067,10.71.5,2046-08-14 00:00:00,ERR_UPDATE_106,low,Roku Ultra,EU
DEV_0388,10.71.5,2046-08-17 00:00:00,ERR_CRASH_103,medium,Roku Streaming Stick+,NA
DEV_0387,10.71.5,2046-07-15 00:00:00,ERR_STREAM_105,low,Roku Premiere,EU
DEV_0275,10.71.5,2046-08-15 00:00:00,ERR_UPDATE_106,medium,Roku TV,APAC
DEV_0465,10.71.5,2046-07-16 00:00:00,ERR_STREAM_100,medium,Roku Ultra,LATAM
DEV_0220,10.71.5,2046-09-01 00:00:00,ERR_UPDATE_108,low,Roku Express,LATAM
DEV_0382,10.71.5,2046-07-20 00:00:00,ERR_NETWORK_105,low,Roku Express,LATAM
DEV_0290,10.71.5,2046-08-07 00:00:00,ERR_STREAM_103,low,Roku TV,NA
DEV_0223,10.71.5,2046-08-25 00:00:00,ERR_BOOT_100,low,Roku Ultra,APAC
DEV_0077,10.71.5,2046-08-04 00:00:00,ERR_STREAM_107,low,Roku Streaming Stick+,EU
DEV_0462,10.71.5,2046-07-25 00:00:00,ERR_CRASH_103,low,Roku Premiere,LATAM
DEV_0230,10.71.5,2046-08-28 00:00:00,ERR_CRASH_103,medium,Roku Premiere,NA
DEV_0351,10.71.5,2046-07-25 00:00:00,ERR_NETWORK_100,low,Roku Ultra,NA
DEV_0054,10.71.5,2046-08-28 00:00:00,ERR_NETWORK_107,low,Roku Premiere,NA
DEV_0186,10.71.5,2046-07-27 00:00:00,ERR_CRASH_109,medium,Roku Streaming Stick+,EU
DEV_0395,10.71.5,2046-08-28 00:00:00,ERR_UPDATE_100,medium,Roku Ultra,LATAM
DEV_0272,10.71.5,2046-08-14 00:00:00,ERR_STREAM_100,medium,Roku Premiere,APAC
DEV_0176,10.71.5,2046-08-26 00:00:00,ERR_CRASH_105,medium,Roku TV,NA
DEV_0439,10.71.5,2046-08-08 00:00:00,ERR_UPDATE_103,medium,Roku Express,APAC
DEV_0156,10.71.5,2046-09-01 00:00:00,ERR_STREAM_100,medium,Roku Express,NA
DEV_0194,10.71.5,2046-07-13 00:00:00,ERR_CRASH_109,medium,Roku Ultra,NA
DEV_0428,10.71.5,2046-08-07 00:00:00,ERR_STREAM_103,medium,Roku Ultra,APAC
DEV_0037,10.71.5,2046-07-21 00:00:00,ERR_CRASH_104,high,Roku Express,NA
DEV_0141,10.71.5,2046-07-24 00:00:00,ERR_CRASH_100,high,Roku Premiere,EU
DEV_0284,10.71.5,2046-08-18 00:00:00,ERR_CRASH_101,low,Roku TV,NA
DEV_0461,10.71.5,2046-07-18 00:00:00,ERR_NETWORK_107,medium,Roku Streaming Stick+,LATAM
DEV_0497,10.71.5,2046-07-31 00:00:00,ERR_STREAM_108,low,Roku Express,LATAM
DEV_0450,10.71.5,2046-07-23 00:00:00,ERR_BOOT_108,high,Roku TV,NA
DEV_0308,10.71.5,2046-08-20 00:00:00,ERR_BOOT_102,medium,Roku Ultra,LATAM
DEV_0378,10.71.5,2046-08-03 00:00:00,ERR_NETWORK_109,critical,Roku Ultra,APAC
DEV_0012,10.71.5,2046-08-17 00:00:00,ERR_UPDATE_107,high,Roku Streaming Stick+,EU
DEV_0178,10.71.5,2046-08-10 00:00:00,ERR_UPDATE_109,low,Roku Ultra,EU
DEV_0065,10.71.5,2046-07-12 00:00:00,ERR_STREAM_101,low,Roku Premiere,APAC
DEV_0321,10.71.5,2046-08-17 00:00:00,ERR_BOOT_104,critical,Roku Streaming Stick+,EU
DEV_0074,10.71.5,2046-07-18 00:00:00,ERR_UPDATE_107,low,Roku Ultra,APAC
DEV_0055,10.71.5,2046-08-12 00:00:00,ERR_CRASH_106,low,Roku Premiere,LATAM
DEV_0133,10.71.5,2046-08-17 00:00:00,ERR_CRASH_105,low,Roku Premiere,LATAM
DEV_0398,10.71.5,2046-08-13 00:00:00,ERR_UPDATE_105,high,Roku Premiere,EU
DEV_0142,10.71.5,2046-07-17 00:00:00,ERR_STREAM_100,medium,Roku Premiere,APAC
DEV_0024,10.71.5,2046-08-29 00:00:00,ERR_STREAM_107,critical,Roku Streaming Stick+,EU
DEV_0406,10.71.5,2046-07-23 00:00:00,ERR_BOOT_106,high,Roku TV,APAC
DEV_0059,10.71.5,2046-07-30 00:00:00,ERR_NETWORK_105,low,Roku Premiere,EU
DEV_0084,10.71.5,2046-08-07 00:00:00,ERR_UPDATE_104,critical,Roku Streaming Stick+,NA
DEV_0289,10.71.5,2046-07-19 00:00:00,ERR_BOOT_104,low,Roku Ultra,LATAM
DEV_0049,10.71.6,2046-09-01 00:00:00,ERR_BOOT_105,high,Roku Ultra,EU
DEV_0093,10.71.6,2046-08-14 00:00:00,ERR_NETWORK_102,medium,Roku Ultra,LATAM
DEV_0300,10.71.6,2046-09-05 00:00:00,ERR_UPDATE_108,medium,Roku Premiere,EU
DEV_0261,10.71.6,2046-09-08 00:00:00,ERR_BOOT_104,medium,Roku TV,APAC
DEV_0308,10.71.6,2046-08-29 00:00:00,ERR_UPDATE_102,low,Roku Streaming Stick+,NA
DEV_0133,10.71.6,2046-08-19 00:00:00,ERR_NETWORK_103,critical,Roku Express,LATAM
DEV_0264,10.71.6,2046-08-16 00:00:00,ERR_NETWORK_100,critical,Roku Premiere,LATAM
DEV_0371,10.71.6,2046-09-14 00:00:00,ERR_NETWORK_108,low,Roku Ultra,APAC
DEV_0338,10.71.6,2046-08-14 00:00:00,ERR_BOOT_101,medium,Roku TV,EU
DEV_0169,10.71.6,2046-08-02 00:00:00,ERR_UPDATE_109,high,Roku Streaming Stick+,LATAM
DEV_0269,10.71.6,2046-08-21 00:00:00,ERR_UPDATE_109,critical,Roku TV,LATAM
DEV_0400,10.71.6,2046-08-18 00:00:00,ERR_NETWORK_104,low,Roku TV,EU
DEV_0402,10.71.6,2046-08-19 00:00:00,ERR_UPDATE_108,medium,Roku Premiere,APAC
DEV_0193,10.71.6,2046-07-26 00:00:00,ERR_CRASH_106,high,Roku TV,APAC
DEV_0388,10.71.6,2046-09-01 00:00:00,ERR_BOOT_104,high,Roku Express,NA
DEV_0197,10.71.6,2046-07-29 00:00:00,ERR_NETWORK_108,medium,Roku Premiere,NA
DEV_0209,10.71.6,2046-08-10 00:00:00,ERR_NETWORK_100,high,Roku Express,APAC
DEV_0048,10.71.6,2046-08-31 00:00:00,ERR_NETWORK_101,low,Roku Express,LATAM
DEV_0405,10.71.6,2046-08-18 00:00:00,ERR_NETWORK_104,medium,Roku Streaming Stick+,APAC
DEV_0191,10.71.6,2046-09-10 00:00:00,ERR_CRASH_106,low,Roku Ultra,EU
DEV_0254,10.71.6,2046-08-04 00:00:00,ERR_BOOT_103,high,Roku Premiere,LATAM
DEV_0282,10.71.6,2046-08-21 00:00:00,ERR_NETWORK_109,medium,Roku Premiere,LATAM
DEV_0377,10.71.6,2046-09-15 00:00:00,ERR_CRASH_104,medium,Roku TV,NA
DEV_0383,10.71.6,2046-09-09 00:00:00,ERR_STREAM_104,medium,Roku Premiere,APAC
DEV_0215,10.71.6,2046-08-07 00:00:00,ERR_BOOT_109,high,Roku Express,EU
DEV_0119,10.71.7,2046-09-26 00:00:00,ERR_NETWORK_108,medium,Roku Streaming Stick+,NA
DEV_0121,10.71.7,2046-09-05 00:00:00,ERR_UPDATE_100,low,Roku Streaming Stick+,EU
DEV_0289,10.71.7,2046-10-07 00:00:00,ERR_STREAM_102,low,Roku TV,NA
DEV_0310,10.71.7,2046-09-28 00:00:00,ERR_UPDATE_104,medium,Roku Express,APAC
DEV_0223,10.71.7,2046-09-12 00:00:00,ERR_BOOT_104,high,Roku Express,APAC
DEV_0200,10.71.7,2046-09-25 00:00:00,ERR_CRASH_101,medium,Roku TV,EU
DEV_0217,10.71.7,2046-10-04 00:00:00,ERR_CRASH_102,medium,Roku Premiere,APAC
DEV_0168,10.71.7,2046-09-27 00:00:00,ERR_STREAM_102,high,Roku TV,NA
DEV_0171,10.71.7,2046-10-05 00:00:00,ERR_STREAM_102,low,Roku Streaming Stick+,EU
DEV_0197,10.71.7,2046-09-17 00:00:00,ERR_STREAM_109,medium,Roku Streaming Stick+,APAC
DEV_0236,10.71.7,2046-09-26 00:00:00,ERR_CRASH_106,medium,Roku Express,EU
DEV_0159,10.71.7,2046-08-27 00:00:00,ERR_BOOT_101,low,Roku Streaming Stick+,EU
DEV_0479,10.71.7,2046-09-22 00:00:00,ERR_CRASH_107,medium,Roku Express,LATAM
DEV_0294,10.71.7,2046-08-27 00:00:00,ERR_STREAM_105,high,Roku TV,LATAM
DEV_0441,10.71.7,2046-08-20 00:00:00,ERR_STREAM_107,medium,Roku Streaming Stick+,APAC
