firmware_version,days_since_release,error_count
10.156.0,30,2
10.156.0,31,2
10.156.0,33,1
10.156.0,34,2
10.156.0,36,1
10.156.0,37,1
10.156.0,38,2
10.156.0,39,1
10.156.0,40,1
10.156.0,43,1
10.156.1,0,2
10.156.1,2,2
10.156.1,3,1
10.156.1,4,2
10.156.1,5,1
10.156.1,6,3
10.156.1,7,1
10.156.1,8,1
10.156.1,12,2
10.156.1,13,1
10.156.1,14,1
10.156.1,15,1
10.156.1,19,3
10.156.1,20,1
10.156.1,21,1
10.156.1,22,1
10.156.1,23,1
10.156.1,24,1
10.156.1,25,4
10.156.1,26,1
10.156.1,27,1
10.156.1,28,1
10.156.1,30,2
10.156.1,31,1
10.156.1,32,6
10.156.1,33,4
10.156.1,36,2
10.156.1,38,3
10.156.1,40,1
10.156.1,41,1
10.156.1,44,4
10.157.0,0,2
10.157.0,1,3
10.157.0,2,1
10.157.0,3,1
10.157.0,4,1
10.157.0,5,2
10.157.0,6,1
10.157.0,7,1
10.157.0,8,1
10.157.0,9,1
10.157.0,10,1
10.157.0,11,1
10.157.0,12,2
10.157.0,14,3
10.157.0,19,3
10.157.0,20,1
10.157.0,21,1
10.157.0,22,1
10.157.0,23,3
10.157.0,25,2
10.157.0,26,2
10.157.0,28,1
10.157.0,29,1
10.157.0,31,4
10.157.0,34,1
10.157.0,36,1
10.157.0,37,1
10.157.0,39,1
10.157.0,41,4
10.157.0,42,5
10.157.0,43,1
10.157.1,0,2
10.157.1,1,1
10.157.1,4,2
10.157.1,6,1
10.157.1,7,1
10.157.1,8,3
10.157.1,9,1
10.157.1,10,3
10.157.1,11,1
10.157.1,12,2
10.157.1,13,3
10.157.1,14,2
10.157.1,15,3
10.157.1,16,1
10.157.1,17,1
10.157.1,18,1
10.157.1,19,1
10.157.1,20,2
10.157.1,21,2
10.157.1,28,4
10.157.1,29,3
10.157.1,31,2
10.157.1,32,1
10.157.1,33,1
10.157.1,35,2
10.157.1,36,2
10.157.1,37,2
10.157.1,38,2
10.157.1,39,4
10.157.1,40,2
10.157.1,41,1
10.157.1,42,1
10.157.1,43,1
10.157.1,44,1
10.157.2,2,2
10.157.2,3,2
10.157.2,4,1
10.157.2,5,3
10.157.2,6,2
10.157.2,7,3
10.157.2,8,2
10.157.2,9,2
10.157.2,11,1
10.157.2,13,1
10.157.2,16,1
10.157.2,17,3
10.157.2,19,1
10.157.2,20,1
10.157.2,21,3
10.157.2,24,2
10.157.2,25,2
10.157.2,26,3
10.157.2,27,1
10.157.2,28,1
10.157.2,29,2
10.157.2,30,2
10.157.2,31,1
10.157.2,32,4
10.157.2,33,1
10.157.2,35,2
10.157.2,37,1
10.157.2,38,2
10.157.2,41,1
10.157.2,42,3
10.157.2,43,1
10.157.3,1,2
10.157.3,3,1
10.157.3,5,1
10.157.3,6,2
10.157.3,7,3
10.157.3,8,2
10.157.3,9,2
10.157.3,14,1
10.157.3,15,1
10.157.3,17,1
10.157.3,22,1
10.157.3,23,1
10.157.3,25,1
10.157.3,27,1
10.157.3,28,1
10.157.3,29,2
10.157.3,31,1
10.157.3,32,1
10.157.3,33,2
10.157.3,36,4
10.157.3,37,1
10.157.3,41,2
10.157.3,42,1
10.157.4,0,1
10.157.4,1,1
10.157.4,2,1
10.157.4,3,2
10.157.4,4,1
10.157.4,5,1
10.157.4,6,1
10.157.4,7,3
10.157.4,8,1
10.157.4,10,4
10.157.4,12,1
10.157.4,13,2
10.157.4,14,4
10.157.4,15,1
10.157.4,16,1
10.157.4,18,1
10.157.4,19,3
10.157.4,21,1
10.157.4,22,1
10.157.4,23,2
10.157.4,24,2
10.157.4,25,1
10.157.4,26,1
10.157.4,29,2
10.157.4,31,2
10.157.4,32,2
10.157.4,34,1
10.157.4,35,1
10.157.4,37,1
10.157.4,38,4
10.157.4,41,2
10.157.4,43,3
10.157.4,44,1
10.157.5,0,1
10.157.5,1,2
10.157.5,3,1
10.157.5,4,2
10.157.5,5,2
10.157.5,6,1
10.157.5,7,1
10.157.5,8,3
10.157.5,9,2
10.157.5,12,2
10.157.5,14,5
10.157.5,15,2
10.157.5,17,1
10.157.5,18,3
10.157.5,20,3
10.157.5,21,1
10.157.5,22,3
10.157.5,23,1
10.157.5,24,2
10.157.5,25,2
10.157.5,26,3
10.157.5,27,1
10.157.5,28,2
10.157.5,29,2
10.157.5,30,2
10.157.5,32,1
10.157.5,33,2
10.157.5,34,2
10.157.5,35,2
10.157.5,36,2
10.157.5,37,3
10.157.5,39,1
10.157.5,40,1
10.157.5,42,3
10.157.5,43,2
10.157.5,44,1
10.157.6,0,1
10.157.6,1,1
10.157.6,2,1
10.157.6,3,2
10.157.6,4,2
10.157.6,5,2
10.157.6,6,1
10.157.6,7,1
10.157.6,8,3
10.157.6,11,1
10.157.6,12,2
10.157.6,13,1
10.157.6,14,2
10.157.6,15,1
10.157.6,16,1
10.157.6,17,2
10.157.6,21,2
10.157.6,22,1
10.157.6,23,1
10.157.6,25,2
10.157.6,26,1
10.157.6,28,2
10.157.6,29,2
10.157.6,30,1
10.157.6,32,1
10.157.6,33,3
10.157.6,35,1
10.157.6,36,1
10.157.6,37,1
10.157.6,39,1
10.157.6,40,2
10.157.6,42,1
10.157.6,43,1
10.157.6,44,1
10.157.7,0,1
10.157.7,2,1
10.157.7,3,1
10.157.7,4,1
10.157.7,7,1
10.157.7,8,2
10.157.7,9,1
10.157.7,10,2
10.157.7,11,1
10.157.7,14,3
10.157.7,16,2
10.157.7,17,1
10.157.7,18,1
10.157.7,20,1
10.157.7,21,1
10.157.7,22,1
10.157.7,24,1
10.157.7,26,1
10.157.7,28,1
10.157.7,33,2
10.157.7,34,1
10.157.7,36,1
10.157.7,39,1
10.157.7,41,1
10.157.7,43,3
10.157.7,44,1
10.157.8,1,1
10.157.8,4,2
10.157.8,5,1
10.157.8,6,1
10.157.8,7,3
10.157.8,10,1
10.157.8,11,1
10.157.8,13,1
10.157.8,14,2
10.157.8,15,1
10.157.8,16,2
10.157.8,18,1
10.157.8,20,1
10.157.8,21,1
10.157.8,22,3
10.157.8,23,2
10.157.8,24,1
10.157.8,26,2
10.157.8,28,1
10.157.8,29,2
10.157.8,30,1
10.157.8,31,1
10.157.8,32,2
10.157.8,33,2
10.157.8,34,1
10.157.8,36,2
10.157.8,37,2
10.157.8,38,2
10.157.8,42,2
10.157.9,1,2
10.157.9,2,1
10.157.9,3,1
10.157.9,4,2
10.157.9,7,2
10.157.9,9,1
10.157.9,10,2
10.157.9,11,2
10.157.9,12,2
10.157.9,13,1
10.157.9,14,2
10.157.9,15,1
10.157.9,16,2
10.157.9,17,1
10.157.9,18,3
10.157.9,19,2
10.157.9,20,3
10.157.9,21,2
10.157.9,22,2
10.157.9,24,1
10.157.9,26,1
10.157.9,29,1
10.157.9,30,2
10.157.9,32,1
10.157.9,33,4
10.157.9,35,1
10.157.9,36,1
10.157.9,37,3
10.157.9,39,2
10.157.9,40,1
10.157.9,41,2
10.157.9,44,2
10.158.0,0,1
10.158.0,1,1
10.158.0,3,2
10.158.0,6,2
10.158.0,7,2
10.158.0,9,2
10.158.0,10,1
10.158.0,11,2
10.158.0,12,1
10.158.0,13,2
10.158.0,15,2
10.158.0,16,2
10.158.0,17,3
10.158.0,18,3
10.158.0,19,1
10.158.0,23,1
10.158.0,24,2
10.158.0,25,1
10.158.0,27,1
10.158.0,28,1
10.158.0,29,2
10.158.0,30,1
10.158.0,33,1
10.158.0,34,2
10.158.0,35,2
10.158.0,36,1
10.158.0,37,1
10.158.0,38,1
10.158.0,39,3
10.158.0,40,1
10.158.0,42,1
10.158.0,43,2
10.158.1,0,1
10.158.1,5,1
10.158.1,6,4
10.158.1,7,3
10.158.1,8,2
10.158.1,9,2
10.158.1,10,3
10.158.1,13,2
10.158.1,16,1
10.158.1,17,1
10.158.1,18,1
10.158.1,20,1
10.158.1,21,1
10.158.1,23,2
10.158.1,24,3
10.158.1,25,2
10.158.1,26,1
10.158.1,27,1
10.158.1,31,2
10.158.1,33,1
10.158.1,34,1
10.158.1,36,1
10.158.1,37,1
10.158.1,39,2
10.158.1,40,1
10.158.1,42,3
10.158.1,43,2
10.158.1,44,1
10.158.2,0,3
10.158.2,2,1
10.158.2,3,1
10.158.2,4,1
10.158.2,9,3
10.158.2,10,1
10.158.2,14,1
10.158.2,15,1
10.158.2,16,1
10.158.2,17,1
10.158.2,19,1
10.158.2,22,1
10.158.2,23,1
10.158.2,24,1
10.158.2,28,1
10.158.2,33,3
10.158.2,34,1
10.158.2,36,2
10.158.2,37,1
10.158.2,39,1
10.158.2,40,2
10.158.2,42,1
10.158.2,43,2
10.158.3,0,2
10.158.3,1,1
10.158.3,2,1
10.158.3,3,1
10.158.3,4,2
10.158.3,5,3
10.158.3,6,2
10.158.3,7,2
10.158.3,8,1
10.158.3,9,3
10.158.3,11,1
10.158.3,12,4
10.158.3,15,2
10.158.3,17,1
10.158.3,21,1
10.158.3,22,3
10.158.3,23,3
10.158.3,24,1
10.158.3,25,1
10.158.3,26,1
10.158.3,29,1
10.158.3,30,3
10.158.3,32,1
10.158.3,38,2
10.158.3,40,1
10.158.3,41,1
10.158.3,42,3
10.158.3,43,1
10.158.3,44,3
10.158.4,0,1
10.158.4,2,3
10.158.4,4,1
10.158.4,5,1
10.158.4,6,1
10.158.4,13,2
10.158.4,14,1
10.158.4,16,1
10.158.4,17,1
10.158.4,20,1
10.158.4,21,1
10.158.4,22,1
10.158.4,28,2
10.158.4,31,1
10.158.4,32,2
10.158.4,35,1
10.158.4,36,1
10.158.4,37,1
10.158.4,38,1
10.158.4,40,4
10.158.5,1,1
10.158.5,3,1
10.158.5,4,2
10.158.5,7,1
10.158.5,9,1
10.158.5,10,1
10.158.5,11,1
10.158.5,13,1
10.158.5,14,3
10.158.5,15,2
10.158.5,16,1
10.158.5,17,1
10.158.5,19,1
10.158.5,21,2
10.158.5,26,3
10.158.5,27,3
10.158.5,28,1
10.158.5,29,2
10.158.5,30,2
10.158.5,31,2
10.158.5,32,1
10.158.5,33,3
10.158.5,34,1
10.158.5,35,2
10.158.5,36,1
10.158.5,38,2
10.158.5,39,1
10.158.5,41,1
10.158.5,42,1
10.158.5,44,1
10.158.6,0,1
10.158.6,2,1
10.158.6,4,1
10.158.6,7,1
10.158.6,9,1
10.158.6,10,1
10.158.6,11,1
10.158.6,14,1
10.158.6,15,1
10.158.6,16,1
10.158.6,17,1
10.158.6,19,2
10.158.6,21,2
10.158.6,23,2
10.158.6,28,1
10.158.6,29,1
10.158.6,30,2
10.158.6,33,1
10.158.6,34,1
10.158.6,38,1
10.158.6,39,1
10.158.6,41,5
10.158.6,42,2
10.158.6,43,2
10.158.6,44,2
10.159.0,0,1
10.159.0,1,1
10.159.0,4,2
10.159.0,6,1
10.159.0,7,1
10.159.0,9,1
10.159.0,10,1
10.159.0,11,1
10.159.0,12,2
10.159.0,13,1
10.159.0,14,2
10.159.0,15,3
10.159.0,16,1
10.159.0,18,2
10.159.0,20,1
10.159.0,24,1
10.159.0,25,1
10.159.0,26,1
10.159.0,28,2
10.159.0,31,2
10.159.0,32,1
10.159.0,33,3
10.159.0,34,2
10.159.0,37,1
10.159.0,38,1
10.159.0,39,1
10.159.0,41,1
10.159.0,42,2
10.159.0,44,1
10.16.0,0,1
10.16.0,1,2
10.16.0,2,1
10.16.0,3,1
10.16.0,4,2
10.16.0,6,1
10.16.0,7,2
10.16.0,8,3
10.16.0,10,1
10.16.0,11,2
10.16.0,12,3
10.16.0,13,2
10.16.0,14,1
10.16.0,16,1
10.16.0,20,1
10.16.0,22,2
10.16.0,24,1
10.16.0,27,3
10.16.0,28,1
10.16.0,29,1
10.16.0,30,4
10.16.0,32,2
10.16.0,33,1
10.16.0,34,1
10.16.0,37,2
10.16.0,39,1
10.16.0,41,1
10.16.0,42,1
10.16.0,44,2
10.160.0,0,1
10.160.0,1,2
10.160.0,3,3
10.160.0,4,3
10.160.0,5,2
10.160.0,6,1
10.160.0,9,2
10.160.0,10,2
10.160.0,11,2
10.160.0,12,3
10.160.0,13,1
10.160.0,14,2
10.160.0,15,1
10.160.0,16,1
10.160.0,17,1
10.160.0,18,1
10.160.0,19,1
10.160.0,20,1
10.160.0,21,1
10.160.0,22,2
10.160.0,23,3
10.160.0,24,1
10.160.0,26,1
10.160.0,27,2
10.160.0,28,1
10.160.0,29,5
10.160.0,30,2
10.160.0,31,2
10.160.0,33,3
10.160.0,34,3
10.160.0,35,2
10.160.0,36,1
10.160.0,39,2
10.160.0,40,8
10.160.0,41,1
10.160.0,42,3
10.160.0,43,1
10.161.0,0,1
10.161.0,1,1
10.161.0,6,1
10.161.0,7,2
10.161.0,8,2
10.161.0,9,1
10.161.0,10,1
10.161.0,11,1
10.161.0,13,1
10.161.0,15,1
10.161.0,16,2
10.161.0,17,1
10.161.0,18,1
10.161.0,19,1
10.161.0,20,1
10.161.0,21,1
10.161.0,22,1
10.161.0,24,2
10.161.0,27,1
10.161.0,29,1
10.161.0,30,1
10.161.0,31,2
10.161.0,32,1
10.161.0,35,1
10.161.0,36,2
10.161.0,38,1
10.161.0,39,1
10.161.0,41,2
10.161.0,42,1
10.161.0,43,3
10.161.0,44,2
10.161.1,1,1
10.161.1,2,1
10.161.1,3,2
10.161.1,5,1
10.161.1,7,3
10.161.1,8,4
10.161.1,9,4
10.161.1,10,2
10.161.1,11,1
10.161.1,12,1
10.161.1,13,1
10.161.1,14,2
10.161.1,16,4
10.161.1,17,2
10.161.1,19,2
10.161.1,20,1
10.161.1,21,1
10.161.1,22,2
10.161.1,23,2
10.161.1,25,1
10.161.1,26,3
10.161.1,27,1
10.161.1,28,2
10.161.1,29,1
10.161.1,30,1
10.161.1,32,5
10.161.1,33,3
10.161.1,34,1
10.161.1,37,2
10.161.1,39,1
10.161.1,40,1
10.161.1,41,1
10.161.1,42,1
10.161.1,43,4
10.161.1,44,2
10.161.2,2,1
10.161.2,3,1
10.161.2,5,2
10.161.2,8,3
10.161.2,11,2
10.161.2,14,1
10.161.2,15,2
10.161.2,16,2
10.161.2,17,1
10.161.2,18,2
10.161.2,21,2
10.161.2,22,2
10.161.2,23,3
10.161.2,29,1
10.161.2,30,1
10.161.2,31,2
10.161.2,33,1
10.161.2,35,2
10.161.2,36,1
10.161.2,41,1
10.161.2,42,1
10.161.2,44,4
10.161.3,0,2
10.161.3,1,1
10.161.3,3,1
10.161.3,5,1
10.161.3,7,1
10.161.3,8,1
10.161.3,9,1
10.161.3,10,1
10.161.3,11,1
10.161.3,13,2
10.161.3,14,1
10.161.3,15,2
10.161.3,16,1
10.161.3,17,2
10.161.3,18,1
10.161.3,19,1
10.161.3,20,1
10.161.3,21,1
10.161.3,26,2
10.161.3,28,1
10.161.3,29,1
10.161.3,30,2
10.161.3,33,4
10.161.3,34,1
10.161.3,36,2
10.161.3,39,1
10.161.3,40,2
10.161.3,41,2
10.161.3,44,3
10.162.0,0,1
10.162.0,1,2
10.162.0,3,2
10.162.0,4,1
10.162.0,5,1
10.162.0,6,2
10.162.0,8,1
10.162.0,10,1
10.162.0,11,3
10.162.0,12,1
10.162.0,13,1
10.162.0,14,2
10.162.0,15,1
10.162.0,16,1
10.162.0,17,3
10.162.0,18,1
10.162.0,19,1
10.162.0,20,2
10.162.0,21,1
10.162.0,22,2
10.162.0,23,3
10.162.0,26,2
10.162.0,28,1
10.162.0,29,1
10.162.0,32,2
10.162.0,33,2
10.162.0,36,2
10.162.0,39,1
10.162.0,41,3
10.162.0,42,2
10.162.0,43,1
10.162.0,44,3
10.162.1,2,2
10.162.1,7,2
10.162.1,9,1
10.162.1,10,1
10.162.1,14,1
10.162.1,15,1
10.162.1,17,1
10.162.1,18,2
10.162.1,19,2
10.162.1,20,1
10.162.1,21,2
10.162.1,22,1
10.162.1,24,1
10.162.1,27,2
10.162.1,28,3
10.162.1,29,3
10.162.1,31,2
10.162.1,34,1
10.162.1,38,2
10.162.1,39,1
10.162.1,41,1
10.162.1,42,2
10.162.1,43,3
10.162.2,1,3
10.162.2,5,1
10.162.2,6,2
10.162.2,8,1
10.162.2,12,1
10.162.2,14,1
10.162.2,15,1
10.162.2,16,1
10.162.2,18,2
10.162.2,19,1
10.162.2,20,3
10.162.2,21,2
10.162.2,23,1
10.162.2,24,1
10.162.2,26,1
10.162.2,28,2
10.162.2,29,2
10.162.2,30,1
10.162.2,31,1
10.162.2,34,1
10.162.2,35,1
10.162.2,37,1
10.162.2,43,1
10.162.2,44,1
10.163.0,0,1
10.163.0,1,2
10.163.0,2,2
10.163.0,4,2
10.163.0,7,1
10.163.0,8,2
10.163.0,9,2
10.163.0,10,1
10.163.0,11,1
10.163.0,12,4
10.163.0,13,2
10.163.0,15,1
10.163.0,16,2
10.163.0,18,2
10.163.0,19,2
10.163.0,20,3
10.163.0,21,1
10.163.0,22,2
10.163.0,23,3
10.163.0,24,1
10.163.0,25,1
10.163.0,26,2
10.163.0,27,3
10.163.0,30,4
10.163.0,31,1
10.163.0,33,1
10.163.0,34,2
10.163.0,35,1
10.163.0,36,3
10.163.0,38,1
10.163.0,39,1
10.163.0,40,1
10.163.0,41,2
10.163.0,43,1
10.163.0,44,2
10.163.1,0,1
10.163.1,3,4
10.163.1,4,1
10.163.1,5,1
10.163.1,7,1
10.163.1,8,2
10.163.1,9,2
10.163.1,10,1
10.163.1,12,1
10.163.1,15,1
10.163.1,17,1
10.163.1,18,2
10.163.1,20,2
10.163.1,21,1
10.163.1,22,1
10.163.1,23,1
10.163.1,24,1
10.163.1,25,1
10.163.1,26,3
10.163.1,27,4
10.163.1,28,1
10.163.1,30,1
10.163.1,33,1
10.163.1,34,1
10.163.1,35,3
10.163.1,37,2
10.163.1,38,1
10.163.1,40,1
10.163.1,41,1
10.163.1,42,1
10.163.1,43,2
10.163.1,44,3
10.163.2,0,1
10.163.2,1,3
10.163.2,2,1
10.163.2,3,1
10.163.2,4,2
10.163.2,6,5
10.163.2,8,2
10.163.2,9,1
10.163.2,10,1
10.163.2,11,1
10.163.2,12,1
10.163.2,13,1
10.163.2,14,2
10.163.2,15,1
10.163.2,16,1
10.163.2,17,2
10.163.2,19,4
10.163.2,20,2
10.163.2,21,3
10.163.2,23,2
10.163.2,24,1
10.163.2,25,2
10.163.2,26,1
10.163.2,28,1
10.163.2,30,2
10.163.2,31,4
10.163.2,33,1
10.163.2,36,1
10.163.2,37,1
10.163.2,40,2
10.163.2,41,1
10.163.2,42,2
10.163.2,43,1
10.163.3,0,2
10.163.3,1,2
10.163.3,2,3
10.163.3,3,2
10.163.3,6,2
10.163.3,9,1
10.163.3,10,1
10.163.3,12,3
10.163.3,13,1
10.163.3,14,2
10.163.3,15,2
10.163.3,16,3
10.163.3,17,1
10.163.3,18,1
10.163.3,22,2
10.163.3,23,1
10.163.3,25,3
10.163.3,26,1
10.163.3,27,2
10.163.3,28,3
10.163.3,29,2
10.163.3,30,2
10.163.3,31,4
10.163.3,32,1
10.163.3,33,1
10.163.3,34,1
10.163.3,37,1
10.163.3,38,1
10.163.3,39,1
10.163.3,42,1
10.163.3,43,1
10.163.4,0,1
10.163.4,2,2
10.163.4,3,1
10.163.4,5,2
10.163.4,8,1
10.163.4,9,1
10.163.4,10,2
10.163.4,12,1
10.163.4,13,1
10.163.4,14,3
10.163.4,15,2
10.163.4,16,1
10.163.4,17,1
10.163.4,20,2
10.163.4,21,1
10.163.4,22,3
10.163.4,23,2
10.163.4,24,1
10.163.4,26,3
10.163.4,27,2
10.163.4,29,1
10.163.4,31,1
10.163.4,32,1
10.163.4,33,1
10.163.4,38,1
10.163.4,39,1
10.163.4,42,2
10.163.4,43,1
10.163.4,44,2
10.164.0,0,1
10.164.0,2,1
10.164.0,3,2
10.164.0,4,1
10.164.0,5,1
10.164.0,6,2
10.164.0,7,1
10.164.0,8,2
10.164.0,10,3
10.164.0,11,1
10.164.0,12,3
10.164.0,14,2
10.164.0,16,2
10.164.0,17,1
10.164.0,18,1
10.164.0,22,2
10.164.0,23,1
10.164.0,24,2
10.164.0,26,1
10.164.0,29,2
10.164.0,32,1
10.164.0,33,2
10.164.0,34,1
10.164.0,38,1
10.164.0,39,1
10.164.0,41,1
10.164.0,42,1
10.164.0,43,3
10.164.1,0,1
10.164.1,3,1
10.164.1,4,1
10.164.1,6,2
10.164.1,7,1
10.164.1,9,3
10.164.1,11,1
10.164.1,14,1
10.164.1,17,2
10.164.1,18,1
10.164.1,20,3
10.164.1,21,1
10.164.1,25,1
10.164.1,26,1
10.164.1,29,3
10.164.1,30,1
10.164.1,32,2
10.164.1,34,1
10.164.1,35,3
10.164.1,36,1
10.164.1,37,2
10.164.1,38,3
10.164.1,40,1
10.164.1,41,1
10.164.1,42,1
10.164.2,0,1
10.164.2,3,1
10.164.2,5,1
10.164.2,6,3
10.164.2,8,2
10.164.2,9,1
10.164.2,10,4
10.164.2,12,1
10.164.2,14,2
10.164.2,15,1
10.164.2,16,3
10.164.2,17,1
10.164.2,18,2
10.164.2,19,2
10.164.2,21,1
10.164.2,23,1
10.164.2,27,2
10.164.2,28,4
10.164.2,29,2
10.164.2,30,2
10.164.2,32,1
10.164.2,33,1
10.164.2,35,1
10.164.2,39,1
10.164.2,40,4
10.164.2,41,3
10.164.2,42,1
10.164.2,43,1
10.164.3,0,3
10.164.3,1,2
10.164.3,2,2
10.164.3,3,1
10.164.3,4,2
10.164.3,5,1
10.164.3,6,2
10.164.3,7,2
10.164.3,8,1
10.164.3,9,1
10.164.3,10,1
10.164.3,11,1
10.164.3,12,1
10.164.3,13,1
10.164.3,14,1
10.164.3,15,2
10.164.3,16,1
10.164.3,18,1
10.164.3,19,1
10.164.3,21,1
10.164.3,22,2
10.164.3,23,2
10.164.3,24,1
10.164.3,25,7
10.164.3,26,1
10.164.3,29,2
10.164.3,30,3
10.164.3,31,2
10.164.3,32,1
10.164.3,34,2
10.164.3,35,2
10.164.3,36,3
10.164.3,37,3
10.164.3,39,1
10.164.3,40,2
10.164.3,41,5
10.164.3,43,2
10.164.4,0,1
10.164.4,3,4
10.164.4,6,1
10.164.4,7,2
10.164.4,8,2
10.164.4,11,4
10.164.4,13,2
10.164.4,14,2
10.164.4,15,3
10.164.4,16,1
10.164.4,18,1
10.164.4,19,2
10.164.4,20,1
10.164.4,21,1
10.164.4,23,1
10.164.4,24,2
10.164.4,26,1
10.164.4,27,2
10.164.4,28,2
10.164.4,29,3
10.164.4,30,1
10.164.4,32,2
10.164.4,34,1
10.164.4,35,1
10.164.4,36,3
10.164.4,37,2
10.164.4,38,2
10.164.4,39,2
10.164.4,41,2
10.164.4,42,4
10.164.4,43,1
10.164.4,44,2
10.164.5,1,1
10.164.5,2,3
10.164.5,3,4
10.164.5,4,1
10.164.5,6,1
10.164.5,7,1
10.164.5,8,1
10.164.5,11,1
10.164.5,15,2
10.164.5,18,1
10.164.5,22,1
10.164.5,24,2
10.164.5,26,3
10.164.5,28,1
10.164.5,31,3
10.164.5,33,2
10.164.5,34,2
10.164.5,36,2
10.164.5,43,2
10.164.6,0,2
10.164.6,3,1
10.164.6,7,1
10.164.6,9,1
10.164.6,11,2
10.164.6,12,1
10.164.6,15,3
10.164.6,17,1
10.164.6,18,2
10.164.6,19,1
10.164.6,21,1
10.164.6,23,1
10.164.6,24,1
10.164.6,25,2
10.164.6,26,1
10.164.6,28,1
10.164.6,32,2
10.164.6,33,1
10.164.6,36,2
10.164.6,37,3
10.164.6,38,3
10.164.6,39,3
10.164.6,40,3
10.164.6,41,1
10.164.6,42,1
10.164.7,1,1
10.164.7,2,1
10.164.7,3,4
10.164.7,4,3
10.164.7,5,1
10.164.7,7,2
10.164.7,8,2
10.164.7,9,1
10.164.7,10,1
10.164.7,11,2
10.164.7,12,1
10.164.7,13,2
10.164.7,15,2
10.164.7,16,1
10.164.7,18,1
10.164.7,19,1
10.164.7,20,1
10.164.7,22,3
10.164.7,23,1
10.164.7,25,2
10.164.7,26,1
10.164.7,27,3
10.164.7,28,4
10.164.7,29,1
10.164.7,30,1
10.164.7,32,2
10.164.7,33,1
10.164.7,34,1
10.164.7,35,2
10.164.7,37,3
10.164.7,38,1
10.164.7,39,1
10.164.7,40,1
10.164.7,41,1
10.164.7,43,1
10.164.7,44,1
10.165.0,3,3
10.165.0,4,2
10.165.0,5,3
10.165.0,7,1
10.165.0,8,2
10.165.0,9,3
10.165.0,12,2
10.165.0,13,1
10.165.0,14,1
10.165.0,15,1
10.165.0,16,1
10.165.0,17,1
10.165.0,18,1
10.165.0,19,4
10.165.0,20,2
10.165.0,25,3
10.165.0,26,1
10.165.0,28,1
10.165.0,30,1
10.165.0,32,2
10.165.0,33,1
10.165.0,34,1
10.165.0,35,2
10.165.0,36,1
10.165.0,37,2
10.165.0,39,1
10.165.0,41,3
10.165.0,42,2
10.165.0,43,3
10.166.0,0,1
10.166.0,1,1
10.166.0,2,3
10.166.0,3,1
10.166.0,8,1
10.166.0,9,1
10.166.0,11,2
10.166.0,13,1
10.166.0,14,1
10.166.0,16,1
10.166.0,17,2
10.166.0,18,3
10.166.0,22,1
10.166.0,23,1
10.166.0,25,1
10.166.0,26,4
10.166.0,27,1
10.166.0,29,3
10.166.0,30,1
10.166.0,32,1
10.166.0,33,1
10.166.0,34,1
10.166.0,36,4
10.166.0,37,1
10.166.0,38,1
10.166.0,41,3
10.166.0,43,2
10.166.0,44,5
10.166.1,0,4
10.166.1,1,2
10.166.1,2,6
10.166.1,3,3
10.166.1,5,4
10.166.1,6,4
10.166.1,7,1
10.166.1,9,1
10.166.1,10,2
10.166.1,11,5
10.166.1,12,5
10.166.1,13,1
10.166.1,14,3
10.166.1,16,4
10.166.1,17,1
10.166.1,18,2
10.166.1,19,1
10.166.1,20,1
10.166.1,21,1
10.166.1,22,3
10.166.1,23,2
10.166.1,24,1
10.166.1,25,4
10.166.1,26,5
10.166.1,27,5
10.166.1,28,5
10.166.1,29,3
10.166.1,30,3
10.166.1,32,1
10.166.1,33,6
10.166.1,34,5
10.166.1,35,3
10.166.1,36,4
10.166.1,37,3
10.166.1,38,1
10.166.1,39,1
10.166.1,40,2
10.166.1,41,1
10.166.1,42,5
10.166.1,43,1
10.166.1,44,5
10.166.2,0,2
10.166.2,4,1
10.166.2,7,1
10.166.2,8,1
10.166.2,10,1
10.166.2,11,2
10.166.2,13,1
10.166.2,14,1
10.166.2,17,1
10.166.2,18,1
10.166.2,19,1
10.166.2,21,2
10.166.2,25,1
10.166.2,27,1
10.166.2,28,2
10.166.2,29,3
10.166.2,32,1
10.166.2,35,1
10.166.2,37,1
10.166.2,38,1
10.166.2,39,1
10.166.2,40,3
10.166.2,44,1
10.166.3,2,4
10.166.3,3,2
10.166.3,4,1
10.166.3,6,1
10.166.3,8,1
10.166.3,10,1
10.166.3,11,2
10.166.3,12,1
10.166.3,13,1
10.166.3,14,2
10.166.3,15,1
10.166.3,21,4
10.166.3,23,1
10.166.3,25,1
10.166.3,28,2
10.166.3,30,1
10.166.3,32,1
10.166.3,33,1
10.166.3,34,2
10.166.3,35,1
10.166.3,39,2
10.166.3,41,1
10.166.3,42,1
10.166.3,44,2
10.167.0,0,1
10.167.0,1,1
10.167.0,3,2
10.167.0,4,1
10.167.0,5,1
10.167.0,6,1
10.167.0,7,2
10.167.0,8,1
10.167.0,9,1
10.167.0,14,1
10.167.0,15,2
10.167.0,16,2
10.167.0,17,2
10.167.0,18,1
10.167.0,19,1
10.167.0,23,2
10.167.0,32,1
10.167.0,33,1
10.167.0,35,1
10.167.0,36,1
10.167.0,37,2
10.167.0,38,2
10.167.0,39,2
10.167.0,40,1
10.167.0,41,2
10.167.0,42,1
10.167.0,43,1
10.167.0,44,1
10.167.1,2,1
10.167.1,3,2
10.167.1,6,1
10.167.1,8,1
10.167.1,9,2
10.167.1,10,2
10.167.1,11,3
